aggregate,key,count,mean_cosine_similarity,min_cosine_similarity,max_cosine_similarity
layer_head,13/21,46,0.6531520508553671,0.0928976833820343,0.9174590110778809
layer_head,13/22,46,0.8843061340891797,0.5256741642951965,0.9900417327880859
layer_head,13/23,46,0.5863749303895495,0.14077851176261902,0.9103050231933594
layer_head,13/3,46,0.8698321231033491,0.2810381054878235,0.9920704960823059
layer_head,13/4,46,0.8563916449961455,0.5359657406806946,0.9863396286964417
layer_head,13/5,46,0.7643083528332089,0.31481754779815674,0.9881500601768494
layer_head,13/6,46,0.06711124163120985,0.004835457541048527,0.1853097677230835
layer_head,13/7,46,0.6954167375098104,0.26990726590156555,0.9138280153274536
layer_head,13/8,46,0.4172829324784486,0.019243352115154266,0.886401355266571
layer_head,13/9,46,0.7153989356820998,0.09282484650611877,0.9878374338150024
layer_head,14/0,46,0.15690333359247155,0.0038799068424850702,0.5887781381607056
layer_head,14/1,46,0.7554387359515481,0.07069489359855652,0.9998674392700195
layer_head,14/10,46,0.9884192062460858,0.7627909779548645,0.9994890689849854
layer_head,14/11,46,0.9848769967970641,0.8387347459793091,0.9996185898780823
layer_head,14/12,46,0.6513521039615506,0.1275123506784439,0.996454656124115
layer_head,14/13,46,0.9175399451152139,0.5777181386947632,0.9914175868034363
layer_head,14/14,46,0.9930951647136522,0.9666928052902222,0.9996393322944641
layer_head,14/15,46,0.9048592571331107,0.4363504946231842,0.9992537498474121
layer_head,14/16,46,0.7164943506536277,0.06364034116268158,0.9962566494941711
layer_head,14/17,46,0.9128522419411204,0.6373758316040039,0.9950178265571594
layer_head,14/18,46,0.7310341149568558,0.3408348560333252,0.9223386645317078
layer_head,14/19,46,0.9175342787867007,0.6928103566169739,0.9908194541931152
layer_head,14/2,46,0.0880209974154201,1.3376096831052564e-05,0.8995998501777649
layer_head,14/20,46,0.8694716261132903,0.2282252460718155,0.9971618056297302
layer_head,14/21,46,0.200198268155952,0.0008948332397267222,0.8878114223480225
layer_head,14/22,46,0.10818547736214343,0.0001253506343346089,0.9698566794395447
layer_head,14/23,46,0.5936489868099275,0.03290219604969025,0.9533832669258118
layer_head,14/3,46,0.8182791782462079,0.37799808382987976,0.9815970659255981
layer_head,14/4,46,0.3291033680510262,0.05647172033786774,0.6632811427116394
layer_head,14/5,46,0.5619435451276924,0.040707193315029144,0.9891284108161926
layer_head,14/6,46,0.5275825239394022,0.14679737389087677,0.9671608209609985
layer_head,14/7,46,0.8395001369973888,0.5086272954940796,0.9978543519973755
layer_head,14/8,46,0.5943944493065709,0.2942764461040497,0.9413987994194031
layer_head,14/9,46,0.9190327324297117,0.295310378074646,0.9990538358688354
layer_head,15/0,46,0.9981743615606556,0.9940271973609924,0.9997549653053284
layer_head,15/1,46,0.2785248559211259,0.012706676498055458,0.8926739692687988
layer_head,15/10,46,0.5644113635239394,0.0732526034116745,0.9818758368492126
layer_head,15/11,46,0.6673097305971644,0.21601185202598572,0.9589832425117493
layer_head,15/12,46,0.9927310593750166,0.9367759227752686,0.999871015548706
layer_head,15/13,46,0.9920957256918368,0.9494761228561401,0.9991387128829956
layer_head,15/14,46,0.8955354842802753,0.1508813053369522,0.9987301826477051
layer_head,15/15,46,0.8394139932225579,0.09624744206666946,0.9987285733222961
layer_head,15/16,46,0.9204870630865511,0.674241304397583,0.9981367588043213
layer_head,15/17,46,0.9550415381141331,0.7045800685882568,0.998153030872345
layer_head,15/18,46,0.7391466446544813,0.08985769748687744,0.998679518699646
layer_head,15/19,46,0.909577163665191,0.512323260307312,0.9996896386146545
layer_head,15/2,46,0.9552492240200872,0.8113797307014465,0.9934893250465393
layer_head,15/20,46,0.7842602967082158,0.04993091896176338,0.9963788390159607
layer_head,15/21,46,0.9821275213490361,0.8362262845039368,0.9988807439804077
layer_head,15/22,46,0.8845613615020461,0.10706953704357147,0.997690737247467
layer_head,15/23,46,0.9266246861737707,0.3713837265968323,0.9987144470214844
layer_head,15/3,46,0.6701332242595052,0.0005189638468436897,0.9927716851234436
layer_head,15/4,46,0.6138556045682534,0.13235075771808624,0.9677072763442993
layer_head,15/5,46,0.6089732983837957,0.1375361680984497,0.9166809320449829
layer_head,15/6,46,0.7951575789762579,0.31297552585601807,0.998938798904419
